id,pop
958,8169
959,5952
960,4143
961,5803
962,5528
963,9158
964,6601
965,492
966,7448
967,7924
968,5007
969,7837
970,1648
971,7619
972,18225
973,8848
974,9074
975,12883
976,6860
977,12321
978,16765
979,12109
980,8353
981,8343
982,17244
983,12460
984,10602
985,7948
986,12083
987,18817
988,12571
989,6129
990,5288
991,13400
992,6959
993,7455
994,13056
995,6575
996,14785
997,10086
998,4292
999,9588
1000,15841
1001,6882
1002,8171
1003,11509
1004,13829
1005,15484
1006,11787
1007,6719
1008,8819
1009,5644
1010,12389
1011,3810
1012,7544
1013,7392
1014,12106
1015,7266
1016,6652
1017,6997
1018,7900
1019,6383
1020,8054
1021,10313
1022,13687
1023,11106
1024,5691
1025,11006
1026,16482
1027,32971
1028,12923
1029,15488
1030,10702
1031,10023
1032,5069
1033,22890
1034,17151
1035,22544
1036,2062
1037,5140
1038,4376
1039,8346
1040,22834
1041,5950
1042,24254
1043,10072
1044,7387
1045,9652
1046,19063
1047,7389
1048,12987
1049,5783
1050,8988
1051,6846
1052,8134
1053,19472
1054,4154
1055,4684
1056,10089
1057,7375
1058,6257
1059,5565
1060,5543
1061,1298
1062,12476
1063,18559
1064,15437
1065,13806
1066,11993
1067,15860
1068,4965
1069,12743
1070,21911
1071,8698
1072,11250
1073,16247
1074,14068
1075,2713
1076,2369
1077,1974
1078,2447
1079,3246
1080,8122
1081,6596
1082,2916
1083,3020
1084,1678
1085,2001
1086,3761
1087,3267
1088,6141
1089,5739
1090,1565
1091,9118
1092,7974
1093,2829
1094,8538
1095,6999
1096,8030
1097,2943
1098,7061
1099,6064
1100,5821
1101,17992
1102,33972
1103,22534
1104,37639
1105,72752
1106,18728
1107,36041
1108,62009
1109,5022
1110,7189
1111,14907
1112,29223
1113,15743
1114,7653
1115,12271
1116,7544
1117,19095
1118,6690
1119,7840
1120,3442
1121,9936
1122,6243
1123,8632
1124,6635
1125,9253
1126,11130
1127,15085
1128,77031
1129,30168
1130,15253
1131,105367
1132,94307
1133,57679
1134,91567
1135,15518
1136,4557
1137,2509
1138,5266
1139,12711
1140,3558
1141,14592
1142,3980
1143,4362
1144,7345
1145,13719
1146,6740
1147,40228
1148,60455
1149,13931
1150,55936
1151,44030
1152,32243
1153,3597
1154,10494
1155,45967
1156,34126
1157,21632
1158,13133
1159,27194
1160,18400
1161,19410
1162,35083
1163,35030
1164,17883
1165,34121
1166,30503
1167,24894
1168,12393
1169,21177
1170,15525
1171,13538
1172,104218
1173,7548
1174,32339
1175,92683
1176,126954
1177,20588
1178,14196
1179,57564
1180,112420
1181,25557
1182,12130
1183,11514
1184,4293
1185,5218
1186,12929
1187,10851
1188,5761
1189,4243
1190,9886
1191,8194
1192,8543
1193,8787
1194,11204
1195,11134
1196,11107
1197,5414
1198,13182
1199,9869
1200,12350
1201,5086
1202,6210
1203,7724
1204,10109
1205,5093
1206,8531
1207,5373
1208,6085
1209,7615
1210,14127
1211,8243
1212,7238
1213,7398
1214,10484
1215,16403
1216,14036
1217,12432
1218,8213
1219,19381
1220,27782
1221,8094
1222,7115
1223,4267
1224,5521
1225,5976
1226,3115
1227,9132
1228,7240
1229,13546
1230,3236
1231,4163
1232,10652
1233,4052
1234,14884
1235,7975
1236,10141
1237,9981
1238,9454
1239,11640
1240,10219
1241,20379
1242,13220
1243,10101
1244,14114
1245,14319
1246,12498
1247,7259
1248,4504
1249,5638
1250,5544
1251,4913
1252,8694
1253,7763
1254,11232
1255,14368
1256,7741
1257,5001
1258,11159
1259,4090
1260,7712
1261,7196
1262,7974
1263,6099
1264,7483
1265,6113
1266,9702
1267,6476
1268,6648
1269,10211
1270,3156
1271,4412
1272,6751
1273,7569
1274,8088
1275,7527
1276,3979
1277,7341
1278,12280
1279,8608
1280,14997
1281,8374
1282,8360
1283,14886
1284,4223
1285,7545
1286,3462
1287,15802
1288,7315
1289,8392
1290,6850
1291,5059
1292,6602
1293,5605
1294,6777
1295,13387
1296,9135
1297,1560
1298,11207
1299,7855
1300,14169
1301,1385
1302,5861
1303,9424
1304,2560
1305,11675
1306,3837
1307,8279
1308,2004
1309,5510
1310,8223
1311,5371
1312,8855
1313,18182
1314,9942
1315,8388
1316,8681
1317,10908
1318,8654
1319,7012
1320,5919
1321,8430
1322,16740
1323,8031
1324,5998
1325,6019
1326,4785
1327,6146
1328,6347
1329,12174
1330,6171
1331,8673
1332,8129
1333,4835
1334,4200
1335,3141
1336,1066
1337,10064
1338,13841
1339,15849
1340,20650
1341,13656
1342,13372
1343,9201
1344,19913
1345,9256
1346,4142
1347,14698
1348,16404
1349,6266
1350,7252
1351,3953
1352,9912
1353,8823
1354,15272
1355,10482
1356,8779
1357,828
1358,6610
1359,10518
1360,6632
1361,15664
1362,14518
1363,3717
1364,18599
1365,14415
1366,11367
1367,13121
1368,8445
1369,9557
1370,12277
1371,6925
1372,11506
1373,9024
1374,17017
1375,8542
1376,7540
1377,7993
1378,9330
1379,11606
1380,27039
1381,9015
1382,13773
1383,23074
1384,21059
1385,17457
1386,8592
1387,7202
1388,9100
1389,6743
1390,9657
1391,9750
1392,7399
1393,9481
1394,5100
1395,5765
1396,6742
1397,6638
1398,6299
1399,5559
1400,12601
1401,5603
1402,7307
1403,16424
1404,2518
1405,2696
1406,8086
1407,6272
1408,3543
1409,20869
1410,6454
1411,6699
1412,29284
1413,938
1414,35071
1415,7339
1416,8899
1417,11462
1418,7122
1419,5971
1420,26679
1421,20219
1422,11673
1423,21564
1424,21825
1425,11728
1426,8871
1427,14765
1428,12939
1429,6747
1430,4259
1431,17062
1432,5542
1433,15754
1434,6154
1435,9991
1436,20399
1437,16907
1438,6405
1439,18342
1440,14296
1441,18653
1442,20901
1443,8609
1444,16903
1445,34342
1446,15421
1447,6334
1448,30600
1449,52062
1450,10088
1451,6969
1452,10265
1453,21640
1454,42823
1455,5127
1456,11575
1457,29352
1458,21677
1459,13262
1460,27454
1461,24179
1462,6946
1463,17662
1464,16525
1465,15230
1466,11161
1467,13757
1468,16715
1469,10684
1470,13294
1471,16672
1472,10223
1473,29045
1474,8976
1475,21372
1476,17080
1477,13811
1478,18767
1479,23845
1480,11201
1481,9975
1482,8279
1483,8313
1484,7522
1485,9511
1486,5758
1487,10994
1488,9481
1489,10208
1490,11209
1491,5461
1492,6189
1493,5830
1494,6999
1495,11507
1496,6624
1497,7699
1498,12286
1499,4724
1500,7625
1501,9236
1502,6704
1503,5563
1504,18754
1505,13335
1506,8896
1507,8743
1508,9874
1509,20801
1510,14212
1511,4494
1512,9884
1513,20160
1514,19065
1515,11958
1516,26924
1517,18327
1518,11296
1519,8536
1520,14175
1521,9106
1522,7598
1523,8153
1524,11539
1525,11795
1526,15413
1527,14388
1528,16593
1529,15755
1530,10709
1531,10242
1532,9612
1533,13084
1534,10252
1535,10769
1536,10172
1537,12191
1538,6689
1539,14815
1540,15532
1541,11702
1542,10125
1543,10278
1544,13377
1545,6623
1546,5478
1547,5011
1548,4594
1549,6937
1550,16106
1551,6808
1552,4495
1553,12788
1554,11052
1555,9056
1556,5187
1557,7533
1558,10399
1559,9905
1560,13594
1561,9290
1562,14129
1563,9359
1564,8899
1565,9687
1566,10761
1567,8071
1568,6533
1569,10190
1570,21207
1571,8366
1572,11037
1573,9129
1574,6117
1575,16370
1576,9735
1577,17897
1578,6332
1579,11614
1580,11305
1581,19138
1582,15540
1583,15007
1584,13349
1585,18839
1586,8712
1587,12861
1588,13597
1589,9286
1590,32364
1591,14925
1592,10749
1593,16495
1594,10616
1595,10036
1596,13552
1597,11706
1598,12161
1599,18265
1600,6929
1601,4610
1602,2899
1603,3359
1604,3421
1605,2909
1606,1095
1607,3328
1608,3233
1609,2686
1610,3994
1611,3038
1612,2865
1613,3067
1614,1890
1615,3127
1616,4316
1617,3969
1618,5771
1619,5861
1620,5343
1621,4205
1622,3008
1623,5641
1624,5839
1625,1893
1626,7335
1627,3429
1628,3000
1629,2692
1630,4804
1631,5484
1632,2102
1633,9432
1634,2614
1635,9190
1636,4109
1637,5294
1638,6849
1639,8251
1640,11049
1641,7647
1642,3893
1643,1833
1644,1451
1645,1211
1646,1428
1647,1190
1648,2299
1649,1878
1650,1823
1651,1905
1652,1705
1653,1179
1654,3504
1655,1696
1656,1698
1657,1148
1658,1902
1659,856
1660,1436
1661,1245
1662,1301
1663,1238
1664,1816
1665,1379
1666,3044
1667,1317
1668,984
1669,2622
1670,2385
1671,2335
1672,1544
1673,1561
1674,963
1675,4413
1676,2166
1677,5973
1678,1262
1679,2824
1680,810
1681,1288
1682,5314
1683,538
1684,4892
1685,1151
1686,2552
1687,858
1688,3203
1689,1171
1690,4308
1691,2193
1692,1733
1693,3686
1694,1643
1695,2331
1696,1086
1697,3362
1698,1465
1699,1192
1700,1536
1701,3099
1702,1279
1703,1363
1704,4122
1705,3130
1706,1638
1707,2616
1708,1381
1709,771
1710,1695
1711,2922
1712,2306
1713,1153
1714,1869
1715,1103
1716,2910
1717,2833
1718,5296
1719,2097
1720,3589
1721,1404
1722,1626
1723,2078
1724,2408
1725,2027
1726,1307
1727,2568
1728,2199
1729,2284
1730,1674
1731,2570
1732,3108
1733,1758
1734,1524
1735,4611
1736,1978
1737,1044
1738,2445
1739,2060
1740,1870
1741,1879
1742,1809
1743,696
1744,4471
1745,2748
1746,927
1747,2581
1748,1980
1749,1892
1750,734
1751,1043
1752,1110
1753,1815
1754,1548
1755,1541
1756,1977
1757,1717
1758,3408
1759,2045
1760,4594
1761,1706
1762,1284
1763,3121
1764,903
1765,1162
1766,3186
1767,4950
1768,942
1769,2015
1770,2382
1771,1606
1772,2191
1773,1334
1774,1774
1775,2987
1776,3950
1777,2878
1778,5146
1779,1346
1780,3041
1781,1719
1782,1754
1783,1637
1784,1134
1785,942
1786,2613
1787,2463
1788,1880
1789,1245
1790,1429
1791,5189
1792,2896
1793,7508
1794,15450
1795,3455
1796,12049
1797,8863
1798,5326
1799,10752
1800,21325
1801,18372
1802,29612
1803,16773
1804,15962
1805,16465
1806,18200
1807,13883
1808,7369
1809,25485
1810,18734
1811,18267
1812,13475
1813,25032
1814,29017
1815,18421
1816,18229
1817,6825
1818,4902
1819,13732
1820,18508
1821,7568
1822,9981
1823,17096
1824,8443
1825,16693
1826,10853
1827,20974
1828,8684
1829,9712
1830,8799
1831,11042
1832,11250
1833,13638
1834,11131
1835,9968
1836,7456
1837,7850
1838,7889
1839,7968
1840,15876
1841,8515
1842,11924
1843,11303
1844,15293
1845,6209
1846,5059
1847,8044
1848,19532
1849,13899
1850,12570
1851,9321
1852,11526
1853,14663
1854,14888
1855,4716
1856,11287
1857,5880
1858,7711
1859,10473
1860,16810
1861,4435
1862,12678
1863,13790
1864,11222
1865,9957
1866,10570
1867,7547
1868,8045
1869,3428
1870,8156
1871,5548
1872,11360
1873,4782
1874,3335
1875,10433
1876,8714
1877,12699
1878,3196
1879,5640
1880,5508
1881,4236
1882,3639
1883,6818
1884,22786
1885,8980
1886,6484
1887,12531
1888,11582
1889,6145
1890,9888
1891,4458
1892,13828
1893,6584
1894,5922
1895,5458
1896,8462
1897,8177
1898,2345
1899,3236
1900,5963
1901,6638
1902,5021
1903,5430
1904,11508
1905,14013
1906,11649
1907,3392
1908,2950
1909,17436
1910,3200
1911,5223
1912,16096
1913,8218
1914,12265
1915,4997
1916,10502
1917,10840
1918,12831
1919,12536
1920,10340
1921,15141
1922,6253
1923,5327
1924,11726
1925,17366
1926,12323
1927,9909
1928,21125
1929,6015
1930,6028
1931,17103
1932,10871
1933,11110
1934,6538
1935,13664
1936,17579
1937,10895
1938,15339
1939,6990
1940,6576
1941,3096
1942,9636
1943,6665
1944,7047
1945,3030
1946,9003
1947,6293
1948,2484
1949,8471
1950,4162
1951,6452
1952,5026
1953,9117
1954,2855
1955,2656
1956,3886
1957,6458
1958,5494
1959,5686
1960,3563
1961,10199
1962,5757
1963,10065
1964,9391
1965,6408
1966,11518
1967,11520
1968,7764
1969,3330
1970,2939
1971,11266
1972,6376
1973,11844
1974,5421
1975,8170
1976,14144
1977,9134
1978,11053
1979,16607
1980,14870
1981,13570
1982,3132
1983,7542
1984,7555
1985,11044
1986,7226
1987,10555
1988,14659
1989,13268
1990,14129
1991,1508
1992,11179
1993,4532
1994,8941
1995,6994
1996,8670
1997,3382
1998,10505
1999,6768
2000,7766
2001,10996
2002,4294
2003,9761
2004,3752
2005,7267
2006,12036
2007,6472
2008,10056
2009,10850
2010,9546
2011,7056
2012,12684
2013,9553
2014,3064
2015,8815
2016,9657
2017,6691
2018,11841
2019,17578
2020,10276
2021,5270
2022,6543
2023,5451
2024,8121
2025,9755
2026,10356
2027,5638
2028,2190
2029,8176
2030,7114
2031,3948
2032,4353
2033,3179
2034,10968
2035,8707
2036,7671
2037,6595
2038,7092
2039,3681
2040,11149
2041,11819
2042,10350
2043,5254
2044,13384
2045,8676
2046,54931
2047,23923
2048,21250
2049,27554
2050,18187
2051,41717
2052,15583
2053,35261
2054,7205
2055,123848
2056,58785
2057,6396
2058,62755
2059,17053
2060,13274
2061,36389
2062,17008
2063,65477
2064,44896
2065,11563
2066,32965
2067,42187
2068,23198
2069,54904
2070,14464
2071,15194
2072,25101
2073,3984
2074,111365
2075,15606
2076,15108
2077,8856
2078,6156
2079,6457
2080,8208
2081,14972
2082,7466
2083,8198
2084,18502
2085,5959
2086,10411
2087,8589
2088,18700
2089,19053
2090,16046
2091,14928
2092,7802
2093,15287
2094,5101
2095,9944
2096,16891
2097,8833
2098,12417
2099,11016
2100,15639
2101,21583
2102,11300
2103,11203
2104,17782
2105,6192
2106,8561
2107,8731
2108,11746
2109,5001
2110,12747
2111,13263
2112,7078
2113,8774
2114,9690
2115,9271
2116,9830
2117,10108
2118,35735
2119,14080
2120,7766
2121,12441
2122,8430
2123,8387
2124,16829
2125,11785
2126,22424
2127,29573
2128,14360
2129,26494
2130,4858
2131,18650
2132,11626
2133,11503
2134,57326
2135,10520
2136,28504
2137,14959
2138,22575
2139,15218
2140,11806
2141,11901
2142,13270
2143,40246
2144,21264
2145,5614
2146,5053
2147,4815
2148,4501
2149,10886
2150,6445
2151,6252
2152,8251
2153,13175
2154,8569
2155,8445
2156,12827
2157,7592
2158,12098
2159,6738
2160,17050
2161,6104
2162,7405
2163,19086
2164,23997
2165,15196
2166,14928
2167,21267
2168,10706
2169,11501
2170,22583
2171,13147
2172,10512
2173,8940
2174,73083
2175,8928
2176,23002
2177,10930
2178,14855
2179,11574
2180,7647
2181,49728
2182,9602
2183,16410
2184,11199
2185,37554
2186,15754
2187,12426
2188,24169
2189,11722
2190,6999
2191,7809
2192,3779
2193,7091
2194,10992
2195,12093
2196,12432
2197,39804
2198,10737
2199,4074
2200,25761
2201,21287
2202,11235
2203,16497
2204,7793
2205,8909
2206,12099
2207,17901
2208,8273
2209,15852
2210,11611
2211,25313
2212,16633
2213,26497
2214,17664
2215,9572
2216,18320
2217,9425
2218,13204
2219,9572
2220,11071
2221,19444
2222,6969
2223,10174
2224,11343
2225,10744
2226,13653
2227,8500
2228,7228
2229,10653
2230,18806
2231,7839
2232,8211
2233,9834
2234,9420
2235,15197
2236,7302
2237,4535
2238,10300
2239,14616
2240,8035
2241,9317
2242,11362
2243,7716
2244,10182
2245,9516
2246,20163
2247,12785
2248,9464
2249,11241
2250,9961
2251,13045
2252,11988
2253,10789
2254,10791
2255,12169
2256,8000
2257,10577
2258,15680
2259,17889
2260,5997
2261,18689
2262,13580
2263,9179
2264,14378
2265,13212
2266,14098
2267,2615
2268,16421
2269,9789
2270,6669
2271,7195
2272,12715
2273,12269
2274,5162
2275,24074
2276,9577
2277,6636
2278,17603
2279,15591
2280,18377
2281,17471
2282,8691
2283,10174
2284,11471
2285,13045
2286,8165
2287,14700
2288,11476
2289,16540
2290,9371
2291,11353
2292,8381
2293,10837
2294,21032
2295,13891
2296,18884
2297,11148
2298,14037
2299,12380
2300,16276
2301,15343
2302,13064
2303,15563
2304,14041
2305,7450
2306,4177
2307,17949
2308,19201
2309,8565
2310,5157
2311,9034
2312,13158
2313,4763
2314,9908
2315,6922
2316,7496
2317,7056
2318,10053
2319,10039
2320,4293
2321,5766
2322,10597
2323,5346
2324,9074
2325,8891
2326,8328
2327,9816
2328,10049
2329,7894
2330,5600
2331,9689
2332,13709
2333,4679
2334,19239
2335,5612
2336,7041
2337,7614
2338,11186
2339,8376
2340,8283
2341,7764
2342,12089
2343,16367
2344,11731
2345,11577
2346,7930
2347,4316
2348,7419
2349,10237
2350,14761
2351,12425
2352,8807
2353,4508
2354,12706
2355,9435
2356,31989
2357,18390
2358,24611
2359,15459
2360,34172
2361,31426
2362,11211
2363,12842
2364,10461
2365,30501
2366,25158
2367,13836
2368,14777
2369,7388
2370,8103
2371,13963
2372,20260
2373,18116
2374,4141
2375,18981
2376,12967
2377,15538
2378,15734
2379,5519
2380,16971
2381,4900
2382,13750
2383,16985
2384,18543
2385,15150
2386,22110
2387,53814
2388,42530
2389,58920
2390,26806
2391,19241
2392,18013
2393,24343
2394,28498
2395,16419
2396,11507
2397,18280
2398,30911
2399,14054
2400,33118
2401,27617
2402,20059
2403,21235
2404,16499
2405,12473
2406,15623
2407,13621
2408,21124
2409,15386
2410,17926
2411,2712
2412,3627
2413,2336
2414,4288
2415,4715
2416,4833
2417,4852
2418,6025
2419,4577
2420,1667
2421,7092
2422,5189
2423,3572
2424,4330
2425,1195
2426,2237
2427,5231
2428,4771
2429,6485
2430,4889
2431,6627
2432,7127
2433,3817
2434,8032
2435,7033
2436,5710
2437,3272
2438,2705
2439,6729
2440,5260
2441,4230
2442,3837
2443,3324
2444,7059
2445,3915
2446,5067
2447,5079
2448,3441
2449,6352
2450,9938
2451,10022
2452,7539
2453,5638
2454,1154
2455,8552
2456,4542
2457,2016
2458,6015
2459,7278
2460,3890
2461,5975
2462,5993
2463,5196
2464,3994
2465,4237
2466,2903
2467,3172
2468,5148
2469,3849
2470,3018
2471,3769
2472,4470
2473,3980
2474,4342
2475,4501
2476,2849
2477,4924
2478,2902
2479,3436
2480,5313
2481,5628
2482,2424
2483,3021
2484,10913
2485,6435
2486,4920
2487,3574
2488,2835
2489,2906
2490,1024
2491,1335
2492,2663
2493,2836
2494,2694
2495,2584
2496,1933
2497,3197
2498,3728
2499,5002
2500,5964
