lc_160_avg,highway_distance_avg,water_distance_avg,lc_40_avg,road_intersection_distance_avg,elevation_avg,nightlights_avg,inland_water_distance_avg,lc_140_avg,lc_130_avg,lc_150_avg,lc_11_avg,coastline_distance_avg,built_volume_avg,lc_190_avg,lc_200_avg,built_surface_avg
0.018802567473937635,0.021266614303763625,0.02190515191803807,0.02446736688028201,0.026027750611466338,0.028394979569753082,0.028996073739799413,0.03001719959076631,0.029413586901253445,0.03161305420105583,0.036372111719352465,0.04536208236799971,0.04867979107121222,0.052056129772533904,0.11128202078123371,0.13096829538807003,1.5210193434288501
0.019014870502289186,0.020482340115626146,0.022217440995843628,0.024706539100499178,0.02584015806810266,0.02972849198062498,0.029515262909802324,0.02993954944444787,0.03088195167463106,0.031269309475477805,0.03501532759924887,0.04554751694591788,0.048023627272487414,0.052617256509671535,0.11065332162031592,0.1333101406984155,1.5176972018067878
0.018665556698018688,0.021095856235257206,0.02179820964984102,0.024355306183718388,0.02616912268592184,0.02915710729906465,0.02922042251890293,0.029577760683331056,0.029675074170627314,0.03246849049683325,0.035308620208602155,0.043665759721169414,0.047994032209162776,0.04773394040484796,0.11106964229136555,0.13614602737593276,1.5006030489072255
0.01932095037377163,0.020981541495521377,0.02164599701300384,0.024650903140320677,0.0257074393852857,0.029079265304334023,0.030352357117972267,0.02975710706747879,0.03070273198236505,0.032926393545642106,0.036745261969217215,0.04564539334612867,0.04748689697065701,0.04820839889143369,0.11061075582202967,0.134718237591249,1.5089587597515193
0.019047995292975295,0.021313963028865172,0.02185181660172652,0.024901462531621465,0.026103482421242278,0.02896478173974463,0.029418221775009395,0.030224681839738945,0.030117857734829497,0.03244970423262893,0.03575438713586711,0.044766168199032855,0.04786840373822043,0.05145395076779406,0.1115038443221002,0.13280848810733786,1.5120777554230176
0.018711500868938274,0.021405270707385494,0.022229154510933758,0.02457653325622011,0.026436621100738373,0.028191759773671197,0.029177877930404657,0.031842039434065404,0.030286769332138423,0.03104475091752201,0.03628602297158062,0.044272351276191876,0.04777037503105764,0.05042489042541858,0.11177567470639604,0.13252431234876672,1.5165863108427025
0.019163594579693802,0.02112260171953542,0.021866643166006505,0.02427783887659166,0.025716824091511766,0.028590687103567703,0.02983300506684099,0.02994468553922313,0.030528610433866198,0.03212623721532179,0.03566101135183837,0.04484203753102352,0.04849765797198099,0.051729958553541795,0.11166346944669575,0.13455903109716572,1.5027516453694485
0.0187632527429591,0.020945537489763515,0.02224630509395683,0.02526475308672338,0.025736093160505367,0.02908109747202926,0.029353366955698183,0.030211862423886293,0.030396432107635936,0.0321502145499478,0.036687297234983596,0.04616970902113523,0.04839553587353634,0.04926723407565825,0.11248951884646771,0.1340180293904874,1.4953583712399512
0.018784280860558115,0.021456685536726743,0.022574319166874246,0.02448694186428101,0.027110646376316876,0.029067519414869288,0.029274767624442845,0.030135488102599188,0.03125979013678553,0.03267296662662001,0.037565728506634165,0.04441180877644046,0.0492112867174898,0.051792482142305245,0.11124216092799201,0.13331648752423683,1.5027148868298568
0.018894600026474032,0.021312011832942405,0.022262472691106927,0.024818241861286637,0.026219631091039045,0.02860840012112029,0.029316052439884676,0.030454181595240163,0.031033478395817053,0.03225537386429103,0.03554725851032222,0.04632987125272627,0.04837728996158256,0.04701577282809315,0.11277558531590627,0.1350748491537944,1.5188967802582136
0.019054560516919627,0.021604768120165825,0.0218662542857368,0.025061481953347023,0.02627467403213763,0.028875879235707173,0.029409134496613976,0.02987402707936648,0.030175140832498826,0.03175765197600714,0.035542767106251975,0.045368828979646586,0.04751025834640707,0.05133805538973094,0.11160046718327822,0.13072882567641161,1.5252760075594733
0.019220861426806183,0.021238789244790838,0.022048603782539186,0.024434963586657043,0.025988498328871363,0.029765983475741813,0.028574118966730233,0.030470184660053246,0.030550392905903067,0.032034150301043576,0.036751551812266504,0.046263090047469854,0.047811455560068425,0.052019593601364114,0.11398778871502191,0.13627112777996228,1.514920810748013
